i;T_Z;k_f;k_v;safety_radius;distance_12;distance_13;distance_14;distance_23;distance_24;distance_34;px_1;py_1;pz_1;vx_1;vy_1;vz_1;px_2;py_2;pz_2;vx_2;vy_2;vz_2;px_3;py_3;pz_3;vx_3;vy_3;vz_3;px_4;py_4;pz_4;vx_4;vy_4;vz_4
36;0.3;15.5;5.2;0.4;0.829685656403488;0.805844083754926;1.26734590165735;1.08609881848168;1.35025264642169;0.474106314665077;-0.421280235052109;1.62720215320587;0.319196462631226;0.0061120823957026;-0.0527158454060555;0.0112691968679428;-0.42298749089241;2.45688605308533;0.333389639854431;-0.0224526915699244;-0.0528400540351868;0.0521393604576588;0.378710031509399;1.72415709495544;0.324535995721817;-0.569673478603363;-0.412207931280136;-0.0304114241153002;0.813233971595764;1.91380345821381;0.336483269929886;-0.0268134400248528;0.05918263271451;-0.00518338242545724
37;0.3;15.5;5.2;0.4;0.827117065337538;0.752805973085039;1.26437787247984;1.08550259245678;1.34408993288581;0.538150521907527;-0.420295178890228;1.62177610397339;0.321899265050888;0.00870421156287193;-0.0571562387049198;0.0394475273787975;-0.427129089832306;2.44886493682861;0.323996514081955;-0.0260469224303961;-0.0525671429932117;-0.0193887706845999;0.330845236778259;1.67182517051697;0.321107774972916;-0.434735000133514;-0.559782922267914;-0.027121901512146;0.808456599712372;1.91980373859406;0.334566801786423;-0.0935153439640999;0.0435671396553516;-0.0252528823912144
38;0.3;15.5;5.2;0.4;0.817700957485014;0.711220571747177;1.24268726479748;1.10354919230795;1.32804185211041;0.584755506523639;-0.415001302957535;1.62586677074432;0.331190139055252;0.0255452152341604;-0.0235394630581141;0.0829961523413658;-0.429442405700684;2.44344019889832;0.321476757526398;-0.0176387913525105;-0.037700392305851;-0.0216070227324963;0.296082407236099;1.61191475391388;0.323831349611282;-0.161961987614632;-0.422418534755707;0.025686101987958;0.79190868139267;1.92190718650818;0.330976456403732;-0.178195744752884;-0.0152362594380975;-0.0350470654666424
39;0.3;15.5;5.2;0.4;0.820015363666751;0.725421404650916;1.21697958371925;1.11723094108214;1.31224865482611;0.548425717850391;-0.412197232246399;1.62186288833618;0.333915203809738;0.0249219611287117;-0.0421871058642864;0.0268398635089397;-0.432695150375366;2.44162201881409;0.324169844388962;-0.0366339944303036;-0.0275266747921705;-0.000454562745289877;0.313123553991318;1.60978102684021;0.307449072599411;0.104397170245647;-0.0764309912919998;-0.0253337547183037;0.769057750701904;1.91456747055054;0.326762765645981;-0.197076290845871;-0.104999303817749;-0.0378593914210796
40;0.3;15.5;5.2;0.4;0.83379072144855;0.735958851647239;1.17251561287215;1.12583786032227;1.30406257806115;0.479940640912368;-0.412047326564789;1.61746942996979;0.321259289979935;0.00650826934725046;-0.0544862151145935;-0.0279459580779076;-0.434143662452698;2.45096731185913;0.327944993972778;-0.0554905980825424;-0.00422306871041656;0.00212703016586602;0.323910683393478;1.61858248710632;0.296886056661606;0.144147425889969;0.0682182908058167;-0.0387872792780399;0.733075320720673;1.86943566799164;0.244801059365273;-0.197438180446625;-0.255169987678528;-0.203538000583649
41;0.3;15.5;5.2;0.4;0.834134825882844;0.748192750919503;1.14789067960436;1.13095252686058;1.31146821263948;0.430468224056757;-0.411804914474487;1.61372554302216;0.31630003452301;-0.00530564365908504;-0.0491136573255062;-0.0143047077581286;-0.44373083114624;2.44724917411804;0.32243749499321;-0.0887152701616287;-0.0556133799254894;-0.0542116984724999;0.336246013641357;1.62829267978668;0.292137712240219;0.10730617493391;0.0964948758482933;-0.000493436004035175;0.714960634708405;1.83293414115906;0.222877085208893;-0.118318498134613;-0.305365592241287;-0.0841418504714966
42;0.3;15.5;5.2;0.4;0.842624582269121;0.757100365210517;1.14456343079267;1.14004839619516;1.3267895490432;0.411173594619175;-0.412233591079712;1.60932636260986;0.314258992671967;-0.0139049487188458;-0.0518399961292744;0.018157172948122;-0.448265105485916;2.45118021965027;0.325779169797897;-0.0719713345170021;-0.0516767911612988;-0.00151988223660737;0.344529569149017;1.63192021846771;0.295242249965668;0.0484817698597908;0.0191200561821461;0.0454997010529041;0.714284539222717;1.81176733970642;0.229124471545219;-0.0203080400824547;-0.223439171910286;0.160313814878464
43;0.3;15.5;5.2;0.4;0.841669610827763;0.757029664853339;1.14253670583325;1.14234684174983;1.33432829583811;0.406879939034782;-0.411713004112244;1.60572838783264;0.316280335187912;-0.0110734235495329;-0.0492854490876198;0.0407583899796009;-0.452621251344681;2.44640326499939;0.324344426393509;-0.0639905482530594;-0.0816613510251045;-0.00110047939233482;0.344971090555191;1.62859964370728;0.301387429237366;0.0032952472101897;-0.0241674855351448;0.0796553492546082;0.714303433895111;1.79931843280792;0.246853992342949;-0.00330884149298072;-0.171101599931717;0.249517321586609
44;0.3;15.5;5.2;0.4;0.83640366908093;0.754077324164664;1.13971299839144;1.1429666409625;1.3396506899009;0.406094208910275;-0.411258488893509;1.60133600234985;0.319149911403656;-0.0116513688117266;-0.0471179261803627;0.0516008026897907;-0.458204030990601;2.43642115592957;0.315959900617599;-0.0614883899688721;-0.115982316434383;-0.0446612909436226;0.342566043138504;1.62085998058319;0.309891164302826;-0.0314053669571877;-0.0704906955361366;0.0892027914524078;0.713294506072998;1.78660953044891;0.270658403635025;-0.00964092463254929;-0.144823387265205;0.26041767001152
45;0.3;15.5;5.2;0.4;0.83148608334973;0.750201081865168;1.10568022514334;1.14176828555739;1.33511294351816;0.369602121942046;-0.410763323307037;1.59705698490143;0.321777582168579;-0.0105908112600446;-0.0444533154368401;0.0457288101315498;-0.462036311626434;2.42696070671082;0.310342848300934;-0.0492001101374626;-0.131713852286339;-0.0394075587391853;0.339255481958389;1.61359345912933;0.318633407354355;-0.0387337952852249;-0.0655981972813606;0.0949161052703857;0.685121059417725;1.7439112663269;0.326485157012939;-0.0644631013274193;-0.163812711834908;0.304028540849686
46;0.3;15.5;5.2;0.4;0.821512415024035;0.745734141020278;1.09357206819695;1.13473596338578;1.33426922743268;0.358607209977112;-0.41034871339798;1.59291338920593;0.322108864784241;-0.0113174747675657;-0.0418403223156929;0.0335205569863319;-0.465624928474426;2.41256403923035;0.307503014802933;-0.0387356504797935;-0.12840411067009;-0.00467911409214139;0.335219323635101;1.60865223407745;0.327397733926773;-0.0374243929982185;-0.0310760010033846;0.0935114100575447;0.675653338432312;1.72136342525482;0.335763067007065;-0.0768301263451576;-0.178258448839188;0.0629078075289726
47;0.3;15.5;5.2;0.4;0.811701941321915;0.742537052611253;1.08398467904771;1.12606735106576;1.33248804530126;0.349117557206304;-0.409715265035629;1.58988869190216;0.322920709848404;-0.00936828088015318;-0.0392838194966316;0.024083012714982;-0.468674719333649;2.39944648742676;0.305552512407303;-0.0382069759070873;-0.125194802880287;0.00502550648525357;0.332594782114029;1.60824811458588;0.335172951221466;-0.0231653433293104;0.0037345471791923;0.0943204015493393;0.668200194835663;1.7044358253479;0.3319933116436;-0.066834919154644;-0.171754330396652;-0.0512201674282551
48;0.3;15.5;5.2;0.4;0.803106380467949;0.731910991614411;1.07668847986553;1.11604217639842;1.33074986979303;0.351059433969891;-0.408634454011917;1.58658540248871;0.325888007879257;-0.00853672716766596;-0.0419186241924763;0.0535601265728474;-0.471042513847351;2.38726329803467;0.311379194259644;-0.0329805463552475;-0.114384077489376;0.0254323333501816;0.323090076446533;1.60310542583466;0.34262228012085;-0.140210375189781;-0.096914067864418;0.0566449724137783;0.662985622882843;1.69093334674835;0.327501028776169;-0.0327167399227619;-0.115879282355309;-0.0400846898555756
49;0.3;15.5;5.2;0.4;0.795011180998342;0.699713565444244;1.07368366575296;1.10773341981561;1.33022009594151;0.384651301896075;-0.407665640115738;1.58298778533936;0.326143503189087;-0.00538294389843941;-0.0436683669686317;0.0162089504301548;-0.475983113050461;2.3750581741333;0.308005630970001;-0.0458137169480324;-0.0772346034646034;-0.0306012630462646;0.292020410299301;1.57678258419037;0.343940585851669;-0.401160061359406;-0.325912117958069;-0.0118055008351803;0.661173343658447;1.68486928939819;0.327542662620544;-0.0061706998385489;-0.0494735054671764;0.00661467295140028
50;0.3;15.5;5.2;0.4;0.791036263648636;0.643742050058411;1.07278767584365;1.0958755303327;1.32605819917049;0.451463113034641;-0.407022029161453;1.57969999313355;0.325080662965775;-0.00218209717422724;-0.0431808568537235;0.01722776517272;-0.474822610616684;2.3678252696991;0.315736204385757;0.0132083054631948;-0.03793890401721;0.0417492128908634;0.23501792550087;1.53291833400726;0.34322264790535;-0.620207488536835;-0.443030834197998;-0.028727438300848;0.660771489143372;1.68309438228607;0.329533457756042;-0.00270013744011521;0.00114298867993057;0.0264689195901155
51;0.3;15.5;5.2;0.4;0.789879248791227;0.599220903289571;1.06570639428171;1.09207854305272;1.3180071108285;0.503209278281045;-0.405728906393051;1.57686519622803;0.325730174779892;-0.00181593291927129;-0.0445851571857929;0.0114527335390449;-0.475399613380432;2.36366581916809;0.312001466751099;-0.0168427657335997;-0.0357957929372787;0.00283202761784196;0.188038647174835;1.49620676040649;0.340815484523773;-0.644028067588806;-0.493596017360687;-0.017148969694972;0.654472947120667;1.68504166603088;0.330019593238831;-0.150232926011086;0.0240526311099529;0.0124641973525286
52;0.3;15.5;5.2;0.4;0.793727082240476;0.559673151036593;1.0395555978429;1.10517959949165;1.29649264768347;0.543648983995889;-0.40466120839119;1.57193446159363;0.326753944158554;-0.00207393034361303;-0.0487928576767445;0.0298177283257246;-0.477282613515854;2.36233234405518;0.316245913505554;-0.0252439305186272;-0.0157699137926102;0.0203259903937578;0.140673607587814;1.44606161117554;0.335867136716843;-0.384455144405365;-0.4707450568676;-0.0265967529267073;0.62864875793457;1.68571650981903;0.32889598608017;-0.312584668397903;0.0300741530954838;-0.00906679406762123
53;0.3;15.5;5.2;0.4;0.79254677129575;0.546204827241598;1.02905609451027;1.12082186955845;1.26298723324461;0.586237709598711;-0.402880638837814;1.56638622283936;0.328394085168838;0.00080632686149329;-0.0467705465853214;0.0122141651809216;-0.475811094045639;2.3555703163147;0.321249336004257;0.0117340944707394;-0.0988706946372986;-0.00720599945634604;0.119152471423149;1.40569663047791;0.328572481870651;-0.103263355791569;-0.297849923372269;-0.0483506917953491;0.614841878414154;1.71869289875031;0.30464094877243;-0.300655126571655;0.0196097232401371;-0.0324180349707603
