i;T_Z;k_f;safety_radius;distance_12;distance_13;distance_14;distance_23;distance_24;distance_34;px_1;py_1;pz_1;vx_1;vy_1;vz_1;px_2;py_2;pz_2;vx_2;vy_2;vz_2;px_3;py_3;pz_3;vx_3;vy_3;vz_3;px_4;py_4;pz_4;vx_4;vy_4;vz_4
609;0.3;0.5;0.4;0.939726944683874;1.38649195755491;1.03500720536589;1.02785294237139;1.40532313638632;0.941561975821153;-0.293705254793167;-0.500245153903961;0.299974262714386;-0.00155869533773512;-0.00210639671422541;0.000376107345800847;-0.342617243528366;0.438208013772965;0.300004214048386;0.0105069503188133;0.0164721589535475;0.000481206050608307;0.684278309345245;0.482561081647873;0.299972176551819;0.0064436667598784;0.00933004636317492;0.000357583805453032;0.740411698818207;-0.457326143980026;0.3000168800354;-0.00173528690356761;-0.0009271030430682;0.000449764193035662
610;0.3;0.5;0.4;0.9402878518671;1.38716358319269;1.03519443481914;1.02786667154793;1.40548606754869;0.942014644370123;-0.293489247560501;-0.498494654893875;0.299930512905121;-0.00154616986401379;-0.00199666828848422;0.000255867198575288;-0.342181295156479;0.440531611442566;0.299968808889389;0.0104840621352196;0.0162793509662151;0.000325169967254624;0.68472158908844;0.485032856464386;0.299930304288864;0.00640833424404264;0.00926938839256763;0.000370175577700138;0.740804076194763;-0.455310881137848;0.299981772899628;-0.00176302471663803;-0.000863390101585537;0.000315145094646141
611;0.3;0.5;0.4;0.940816590406145;1.38781628268174;1.03537365791781;1.02788785777328;1.40563856257498;0.942456528600734;-0.293271601200104;-0.496718794107437;0.299886971712112;-0.00153587781824172;-0.00180248206015676;-3.77182641386753E-06;-0.341752916574478;0.442847818136215;0.29993063211441;0.0104024671018124;0.0161105673760176;6.7149376263842E-05;0.685164391994476;0.487505286931992;0.299889087677002;0.00640802597627044;0.00921809673309326;8.40807915665209E-05;0.741190612316132;-0.453284472227097;0.299947112798691;-0.00199549878016114;-0.00143542164005339;7.54116917960346E-05
612;0.3;0.5;0.4;0.941322237761152;1.38844950234651;1.03550091857201;1.02792494798143;1.40588776562238;0.943076440556852;-0.293050289154053;-0.494914203882217;0.299852073192596;-0.00152122671715915;-0.00162306881975383;0.000623937696218491;-0.341336041688919;0.445168793201447;0.299897760152817;0.0103203728795052;0.0160251408815384;0.000677369942422956;0.68561178445816;0.489977955818176;0.299860566854477;0.00644107535481453;0.0091598266735673;0.000606208224780858;0.741537570953369;-0.451438784599304;0.299922794103622;-0.00179084471892566;-0.000474109750939533;0.000531753641553223
613;0.3;0.5;0.4;0.941824587427471;1.38907351090479;1.03565468717031;1.02797329907829;1.40604064587836;0.943500788071448;-0.29282534122467;-0.493091404438019;0.299833655357361;-0.00151872087735683;-0.00156579504255205;0.000653029535897076;-0.340923368930817;0.447504222393036;0.299875050783157;0.0103231715038419;0.0160466376692057;0.000633738934993744;0.686066806316376;0.492451786994934;0.299840569496155;0.00648523913696408;0.00914707873016596;0.00064173509599641;0.741907119750977;-0.44939512014389;0.299899101257324;-0.0019207758596167;-0.000609206326771528;0.000447490427177399
614;0.3;0.5;0.4;0.942333994339336;1.38969440861885;1.03581938271625;1.02802404664337;1.40617518905887;0.943871536347826;-0.292595654726028;-0.491255521774292;0.299791812896729;-0.00149905018042773;-0.00149510439950973;0.000231173849897459;-0.340508580207825;0.449859619140625;0.299825072288513;0.0103182075545192;0.0160834118723869;0.000253545120358467;0.686526834964752;0.49493396282196;0.299796611070633;0.00647702114656568;0.00914925616234541;0.000227463038754649;0.742290198802948;-0.447288900613785;0.299849420785904;-0.00200576265342534;-0.000629717949777842;0.000102524558315054
615;0.3;0.5;0.4;0.942847444817211;1.39030428709828;1.03598872378303;1.02807436924425;1.40630830991478;0.944215278569833;-0.29236227273941;-0.48941558599472;0.29974377155304;-0.00147502834443003;-0.00148936093319207;0.000466148310806602;-0.340094953775406;0.45222282409668;0.299774348735809;0.0103022586554289;0.0160628315061331;0.000531308935023844;0.686985909938812;0.497409194707871;0.299754768610001;0.00646798918023706;0.00900970306247473;0.00052815891103819;0.742680847644806;-0.445162057876587;0.299807637929916;-0.00202005030587316;-0.000487153069116175;0.000527404132299125
616;0.3;0.5;0.4;0.943363399342837;1.39089882667239;1.03614967795124;1.02812617523662;1.40644724694596;0.944550101621372;-0.292123049497604;-0.487569808959961;0.299757122993469;-0.00143064255826175;-0.00144138222094625;0.000611511641182005;-0.339682340621948;0.454593986272812;0.299788385629654;0.010294615291059;0.0160636380314827;0.000741651107091457;0.687446296215057;0.499873071908951;0.299772918224335;0.00647639576345682;0.00887639634311199;0.000591148156672716;0.743069231510162;-0.443037837743759;0.299835592508316;-0.00202782615087926;-0.000425938400439918;0.000623477855697274
617;0.3;0.5;0.4;0.943878840336724;1.39147647818715;1.03629478314266;1.02818096702794;1.40660423850621;0.94490144292897;-0.291878759860992;-0.485714167356491;0.299735307693481;-0.00139158917590976;-0.0013948044506833;0.000427422899520025;-0.339273154735565;0.456974029541016;0.299765229225159;0.0102954814210534;0.0160644333809614;0.000486379372887313;0.687907040119171;0.502327620983124;0.299759417772293;0.0064891092479229;0.00875510834157467;0.000529620563611388;0.743448317050934;-0.440940052270889;0.299815714359283;-0.00212324992753565;-0.00070076558040455;0.00031570772989653
618;0.3;0.5;0.4;0.944402710877801;1.39204598587243;1.03642243604874;1.02823402309876;1.4067852825413;0.945289053815769;-0.291632294654846;-0.483859062194824;0.299752771854401;-0.00137825880665332;-0.00150780810508877;0.000337283039698377;-0.338863521814346;0.459361851215363;0.299777954816818;0.0103648407384753;0.0160601790994406;0.000385381223168224;0.688367247581482;0.504772782325745;0.299776971340179;0.00647771032527089;0.00862355064600706;0.000378759752493352;0.743814051151276;-0.438888728618622;0.299825251102448;-0.002228869125247;-0.00115025392733514;0.000217998429434374
619;0.3;0.5;0.4;0.94494053317835;1.39261232346585;1.03654309044764;1.02828120986226;1.40698715098811;0.945703023078114;-0.291386067867279;-0.482009917497635;0.29976561665535;-0.00137774099130183;-0.00156527233775705;0.000373205431969836;-0.338454991579056;0.461757600307465;0.299784481525421;0.0103489365428686;0.0160168614238501;0.000425155856646597;0.688821017742157;0.507213592529297;0.299794554710388;0.00640117097645998;0.00855921022593975;0.000475748354801908;0.744173586368561;-0.436868131160736;0.299834638834;-0.00226923660375178;-0.00141066929791123;0.00028781738365069
620;0.3;0.5;0.4;0.945474744529566;1.39316875456455;1.03666854355164;1.02832796862156;1.40719532579424;0.946110543596992;-0.291142404079437;-0.480160921812058;0.299816489219666;-0.00137822772376239;-0.00155377911869437;0.000564516813028604;-0.338057070970535;0.46414914727211;0.299832701683044;0.0102846808731556;0.0159059204161167;0.000661289726849645;0.689263820648193;0.509648561477661;0.299847006797791;0.0063349949195981;0.00847451016306877;0.000542695226613432;0.744535267353058;-0.434846132993698;0.299880474805832;-0.00223770691081882;-0.00142349768429995;0.000428733299486339
621;0.3;0.5;0.4;0.945993859336989;1.39371062264138;1.03680446157874;1.02838038651599;1.40739625479151;0.946483256780026;-0.290898501873016;-0.478298991918564;0.299890041351318;-0.00136516848579049;-0.00142410048283637;0.000882288615684956;-0.337670147418976;0.466537922620773;0.299904555082321;0.01021031383425;0.0158438794314861;0.000969369837548584;0.6897012591362;0.512081444263458;0.299923181533813;0.00630002841353416;0.00843945611268282;0.000895220378879458;0.744906723499298;-0.432790458202362;0.299948424100876;-0.00218131463043392;-0.0012022239388898;0.000778696441557258
622;0.3;0.5;0.4;0.946729707439453;1.39423598075298;1.03694625773837;1.02839175809384;1.40770757720659;0.946817555784534;-0.290652275085449;-0.476416349411011;0.299969851970673;-0.00134800095111132;-0.00127522589173168;0.000971498142462224;-0.33725380897522;0.469165712594986;0.299993187189102;0.0101590715348721;0.0158025044947863;0.00120593328028917;0.690137565135956;0.514515161514282;0.300002247095108;0.00629541277885437;0.00842225085943937;0.00110639352351427;0.745285511016846;-0.430694967508316;0.300020426511765;-0.00217663543298841;-0.00102518335916102;0.000876743288245052
623;0.3;0.5;0.4;0.947217370207852;1.39475377910195;1.03708860326794;1.02845176949371;1.4078799686223;0.947128383381147;-0.290404260158539;-0.474520802497864;0.300018638372421;-0.00137266481760889;-0.00125715392641723;0.000885479210410267;-0.336873769760132;0.471556007862091;0.300040245056152;0.0101876137778163;0.0157556384801865;0.000875832920428366;0.690575659275055;0.516951084136963;0.300045788288116;0.00627532182261348;0.00840466096997261;0.000820888439193368;0.745666027069092;-0.428573757410049;0.300059735774994;-0.00221655913628638;-0.000946771760936827;0.000752511841710657
624;0.3;0.5;0.4;0.947511478407562;1.39511588755374;1.03719935395675;1.02850508971635;1.40803876333394;0.947424876053382;-0.290130019187927;-0.472426414489746;0.299951732158661;-0.00139468442648649;-0.00118066370487213;3.58037286787294E-05;-0.336488038301468;0.473950326442719;0.299972712993622;0.0101855536922812;0.0157542824745178;5.6952969316626E-05;0.691012620925903;0.519393861293793;0.299981206655502;0.00620913645252585;0.00843313615769148;8.78210994414985E-06;0.746048986911774;-0.426431119441986;0.299991965293884;-0.00223161489702761;-0.000816679035779089;-9.0656045358628E-05
625;0.3;0.5;0.4;0.947985159983845;1.39562240864432;1.03734851315829;1.02855434177009;1.40818841682509;0.947703623002328;-0.289880186319351;-0.470508396625519;0.299849331378937;-0.00140885543078184;-0.0011721373302862;-3.64036786777433E-05;-0.336099922657013;0.476349353790283;0.299867451190948;0.0101645775139332;0.0157887060195208;2.64765858446481E-05;0.691447913646698;0.521840870380402;0.299878031015396;0.00617277109995484;0.00842143315821886;-2.27512900892179E-05;0.746437132358551;-0.424266070127487;0.299881607294083;-0.00221867649815977;-0.000670755456667393;-0.000127947176224552
626;0.3;0.5;0.4;0.948425402029294;1.39609019727833;1.03749064230943;1.02860341903898;1.40833355121467;0.947959882440977;-0.289613962173462;-0.46854305267334;0.299765735864639;-0.00132986868266016;-0.000860616913996637;-0.000156679918291047;-0.335707485675812;0.478761613368988;0.299790292978287;0.0101665239781141;0.0158983953297138;-1.86616671271622E-06;0.691887736320496;0.524292409420013;0.299799054861069;0.00619139522314072;0.00842734053730965;-8.35741520859301E-05;0.746835470199585;-0.422073632478714;0.299794495105743;-0.00217542541213334;-0.000502579670865089;-0.000253539124969393
627;0.3;0.5;0.4;0.948841479255191;1.39652777499534;1.03767665435006;1.02865471343009;1.40836929877091;0.947983473265917;-0.289332956075668;-0.466536790132523;0.299779921770096;-0.0012255433248356;-0.000387730338843539;0.000841546745505184;-0.335308521986008;0.481190174818039;0.299808174371719;0.010191154666245;0.016001533716917;0.00100756471510977;0.692336857318878;0.526747763156891;0.299806445837021;0.00622897874563932;0.00836691912263632;0.000959295080974698;0.747283518314362;-0.419641971588135;0.299797475337982;-0.00219529843889177;-0.000563541892915964;0.000820330635178834
628;0.3;0.5;0.4;0.949244016613633;1.39694454846584;1.03780417180389;1.02870228026297;1.40851941871545;0.948227281905071;-0.289041519165039;-0.464506775140762;0.299826949834824;-0.00113116181455553;-0.000134281479404308;0.000930431415326893;-0.334896951913834;0.483629018068314;0.299849063158035;0.0102904345840216;0.0160105098038912;0.000905003980733454;0.692795515060425;0.529198467731476;0.299847394227982;0.00627117976546288;0.00826985016465187;0.000902170781046152;0.747694730758667;-0.417438238859177;0.299840003252029;-0.00220147497020662;-0.000721253512892872;0.000860622036270797
629;0.3;0.5;0.4;0.949670513044368;1.39739115637026;1.03793849739451;1.02875187235688;1.40866318741728;0.948472039921791;-0.288743942975998;-0.46250256896019;0.299876093864441;-0.0010801509488374;-0.000159432514919899;0.000464553653728217;-0.334471315145493;0.486066401004791;0.299882292747498;0.0103157237172127;0.0159412268549204;0.000542839698027819;0.693269908428192;0.531655788421631;0.299889504909515;0.00628322176635265;0.00819347705692053;0.000618982361629605;0.748117446899414;-0.415229082107544;0.29988169670105;-0.00214988528750837;-0.000703640340361744;0.000403748883400112
630;0.3;0.5;0.4;0.950126876923348;1.39785370963392;1.0380890916702;1.02879411619772;1.40879744236892;0.948686742164604;-0.288445621728897;-0.46053421497345;0.299911797046661;-0.00107325287535787;-0.000362514023436233;0.00107308442238718;-0.33404403924942;0.488497853279114;0.299899935722351;0.0102732805535197;0.0158735439181328;0.000966764288023114;0.693738639354706;0.534105956554413;0.299914598464966;0.00626968452706933;0.00820418447256088;0.000972690060734749;0.748554408550262;-0.4129958152771;0.299906432628632;-0.00207117572426796;-0.000456952227978036;0.000946810934692621
631;0.3;0.5;0.4;0.950606615673593;1.398339297967;1.03824747950159;1.02884471234633;1.40892170735621;0.948879658673315;-0.288143992424011;-0.458588182926178;0.299972325563431;-0.00107049464713782;-0.000556597777176648;0.00041551876347512;-0.333618074655533;0.490930140018463;0.299951374530792;0.0102305188775063;0.0158565193414688;0.000472644547699019;0.694214165210724;0.53656268119812;0.299974709749222;0.00628627929836512;0.00824424531310797;0.000525273440871388;0.749000072479248;-0.410734057426453;0.299957275390625;-0.00203843065537512;-0.000273679121164605;0.000342230108799413
632;0.3;0.5;0.4;0.951099688490332;1.39883936864796;1.03840660206569;1.02890194360473;1.40903937596641;0.94906281090243;-0.28783655166626;-0.456652730703354;0.29994922876358;-0.00106310739647597;-0.000765800941735506;-1.42342050821753E-05;-0.333190143108368;0.493364989757538;0.299930691719055;0.0102298390120268;0.0157917663455009;0.000199848975171335;0.694698095321655;0.5390265583992;0.299960911273956;0.0063197473064065;0.00820951908826828;0.000181303781573661;0.749450922012329;-0.408455550670624;0.299931794404984;-0.00204588449560106;-0.00025819955044426;-1.37844290293287E-05
633;0.3;0.5;0.4;0.95159401085942;1.39934295103824;1.03856098424122;1.02895743549688;1.40914884814903;0.949244834255921;-0.287520110607147;-0.454723954200745;0.299909383058548;-0.00101843103766441;-0.000903880747500807;0.00010561833914835;-0.332750231027603;0.495794534683228;0.299894273281097;0.0103420987725258;0.0156664494425058;0.000205898570129648;0.695192158222199;0.541487514972687;0.299926340579987;0.00637759827077389;0.00809698831290007;0.000149780389619991;0.749905705451965;-0.406179189682007;0.299892425537109;-0.0020311966072768;-0.000348087341990322;7.86057353252545E-05
634;0.3;0.5;0.4;0.952074222253394;1.40004546797567;1.03871356596552;1.02906810350284;1.40924860612041;0.949660864581525;-0.287190705537796;-0.452789098024368;0.299933195114136;-0.000953705806750804;-0.000826700241304934;0.000661440077237785;-0.332293093204498;0.498216211795807;0.299918562173843;0.0104293236508966;0.0155367758125067;0.000826824398245662;0.69574773311615;0.544185996055603;0.299953252077103;0.00640416517853737;0.00796813424676657;0.000792097067460418;0.750371813774109;-0.403902590274811;0.299916207790375;-0.00195637880824506;-0.000324892404023558;0.000656947202514857
635;0.3;0.5;0.4;0.952526186705346;1.40051343280336;1.03886814320595;1.02911171663785;1.40933976337841;0.949818519671889;-0.286851584911346;-0.450833857059479;0.299960523843765;-0.000924457970540971;-0.000702599412761629;0.000564633402973414;-0.331826448440552;0.500629961490631;0.299947917461395;0.0104654747992754;0.0154825700446963;0.000659324519801885;0.696256637573242;0.54663097858429;0.299981355667114;0.00641840836033225;0.00792855769395828;0.000632282171864063;0.750850081443787;-0.401617288589478;0.299943298101425;-0.00187350460328162;-0.000209446006920189;0.000538759108167142
636;0.3;0.5;0.4;0.952965762848555;1.40097325747545;1.03902488252825;1.02915691343591;1.40943091085688;0.949972554204059;-0.286507397890091;-0.448859453201294;0.299943208694458;-0.000918930512852967;-0.000559375621378422;2.84075322269928E-05;-0.331356048583984;0.50305038690567;0.299936443567276;0.0104475263506174;0.0155413271859288;0.000272945879260078;0.69677084684372;0.549083411693573;0.299964189529419;0.00644065905362368;0.0079952534288168;7.79380497988313E-05;0.751335859298706;-0.399320781230927;0.299927532672882;-0.00186561257578433;-0.000198992755031213;7.40097821108065E-05
637;0.3;0.5;0.4;0.953401897813773;1.40143277314646;1.03917961778549;1.02920727326996;1.40953350893879;0.950143099703891;-0.28616327047348;-0.446871101856232;0.29990428686142;-0.000802182301413268;0.000152278749737889;0.000183574418770149;-0.330886751413345;0.505481243133545;0.299902588129044;0.010414301417768;0.0155526697635651;0.000403231737436727;0.697289168834686;0.551545202732086;0.299930870532989;0.00645118951797485;0.00804643239825964;0.000272526667686179;0.751820504665375;-0.397031754255295;0.299893766641617;-0.00190435326658189;-0.000346568558597937;0.000238056207308546
638;0.3;0.5;0.4;0.953831750997038;1.40188836309382;1.03932199899867;1.02925793864069;1.40964344043695;0.950338026967686;-0.285812199115753;-0.444876253604889;0.299909085035324;-0.000824289629235864;6.78809446981177E-05;0.00046671146992594;-0.33041575551033;0.507912039756775;0.29992213845253;0.0104481773450971;0.015472169034183;0.000675711373332888;0.697809219360352;0.554013073444366;0.299943119287491;0.0064709153957665;0.00807147845625877;0.00058508210349828;0.75230085849762;-0.3947614133358;0.29991415143013;-0.00191896932665259;-0.000527448195498437;0.00058902392629534
639;0.3;0.5;0.4;0.954261538527467;1.40236003506244;1.03947597636658;1.0293071826498;1.40975152302596;0.950542999465897;-0.285470932722092;-0.442887306213379;0.299946188926697;-0.000854209065437317;2.92224758595694E-05;0.000210534024517983;-0.329942494630814;0.51033741235733;0.299965798854828;0.0104075660929084;0.0153684057295322;0.000352386035956442;0.698329567909241;0.556487619876862;0.299977630376816;0.00642188731580973;0.0080927200615406;0.000296336424071342;0.752782821655273;-0.392494380474091;0.299959689378738;-0.00190839567221701;-0.000486071890918538;0.000272714270977303
640;0.3;0.5;0.4;0.954685372023234;1.40283453082488;1.03963707376434;1.02935702579076;1.40985083723312;0.950736816189853;-0.285135477781296;-0.44089749455452;0.299994051456451;-0.000888729060534388;1.86949146154802E-05;0.000831426004879177;-0.329477727413177;0.512757539749146;0.300026267766953;0.0103275012224913;0.0153083512559533;0.00100889150053263;0.698841452598572;0.558969557285309;0.300031691789627;0.00635377923026681;0.0081470925360918;0.000867406779434532;0.753265142440796;-0.390208274126053;0.30002436041832;-0.00189063511788845;-0.000306940171867609;0.000881053740158677
641;0.3;0.5;0.4;0.955097510060269;1.40330345832202;1.03980084230389;1.02940906095175;1.40994329904842;0.950918770795402;-0.284804463386536;-0.438891798257828;0.300020068883896;-0.0009357028757222;2.27302152779885E-05;-4.32644192187581E-05;-0.329023420810699;0.515181541442871;0.300058305263519;0.0102293798699975;0.0152848297730088;0.000117190567834768;0.69934469461441;0.56146365404129;0.30005145072937;0.00627715140581131;0.00819346122443676;-2.88159972114954E-05;0.753745198249817;-0.38789775967598;0.30005207657814;-0.00193297048099339;-0.000207524528377689;-6.52700837235898E-05
642;0.3;0.5;0.4;0.955524092731562;1.40379175962751;1.03998015222671;1.02946212694264;1.41002565304958;0.951082092352362;-0.28448811173439;-0.436899989843369;0.299978673458099;-0.00106206745840609;-0.000262609828496352;-3.17024728246906E-06;-0.328577637672424;0.517606377601624;0.300020068883896;0.01017183996737;0.0152101870626211;0.000159337054356001;0.699840188026428;0.563964188098908;0.300017267465591;0.00621118117123842;0.00816870201379061;0.000111184010165744;0.754224121570587;-0.385561764240265;0.300011962652206;-0.00187328120227903;0.000191900107893161;-6.71754060022067E-06
643;0.3;0.5;0.4;0.955895117363905;1.40423505433978;1.04014616987126;1.02950983801013;1.41009900584049;0.951241537334927;-0.284164190292358;-0.434856802225113;0.299999594688416;-0.00109101587440819;-0.000284766952972859;0.000409299304010347;-0.328130125999451;0.520026683807373;0.300039738416672;0.0102226855233312;0.0151049522683024;0.000421769480453804;0.70033186674118;0.566464126110077;0.30003210902214;0.00624429201707244;0.00747717404738069;0.000369743502233177;0.75469958782196;-0.383222460746765;0.30003359913826;-0.00186717964243144;0.000231494603212923;0.000343220948707312
644;0.3;0.5;0.4;0.95623094160615;1.40464994053138;1.0402862425963;1.02955345898359;1.41018954134218;0.951452064871084;-0.283827722072601;-0.43278095126152;0.300017446279526;-0.00100111495703459;-0.000108121748780832;0.000697483425028622;-0.327674567699432;0.522444188594818;0.300048410892487;0.0102387210354209;0.0150454863905907;0.000744802702683955;0.700827300548553;0.568965494632721;0.300035685300827;0.00626010773703456;0.00744374841451645;0.000634292722679675;0.755165696144104;-0.38093364238739;0.300048261880875;-0.00189517380204052;9.67763116932474E-06;0.000665377534460276
645;0.3;0.5;0.4;0.956584157704219;1.40504799858416;1.0403964297009;1.02957957529464;1.41032378173454;0.951736238941808;-0.283481657505035;-0.430685818195343;0.300014495849609;-0.000929550442378968;0.000103157159173861;0.000270330492639914;-0.327200651168823;0.524898767471314;0.30005070567131;0.0102172940969467;0.0150130046531558;0.000473489111755043;0.701325118541718;0.571469604969025;0.300022512674332;0.00627125706523657;0.00746786408126354;0.000311481213429943;0.755616009235382;-0.378716886043549;0.300043761730194;-0.00197699619457126;-0.000420811295043677;0.000244172028033063
646;0.3;0.5;0.4;0.956910182055634;1.40543739399042;1.04047916970287;1.02963862185612;1.41051356043601;0.952110297134391;-0.283130258321762;-0.428571581840515;0.299966782331467;-0.000910593895241618;0.000240130073507316;0.000325973524013534;-0.326755970716476;0.52734363079071;0.300006896257401;0.0101140858605504;0.0150239765644074;0.000422955607064068;0.701825797557831;0.573983073234558;0.299979418516159;0.00626594014465809;0.00747104501351714;0.000478540896438062;0.75604921579361;-0.376581937074661;0.300000905990601;-0.00210816622711718;-0.00103019166272134;0.000382094032829627
647;0.3;0.5;0.4;0.95722658606468;1.40581839718292;1.04054114118032;1.02969479300292;1.41074178363791;0.952563656487376;-0.282778799533844;-0.426441371440887;0.299935579299927;-0.000939069490414113;0.000262737972661853;0.000346125336363912;-0.326308906078339;0.529794931411743;0.29997655749321;0.0098751112818718;0.0152980927377939;0.000450047460617498;0.702326059341431;0.576501190662384;0.2999547123909;0.00624669762328267;0.00743052922189236;0.000400625955080614;0.756466269493103;-0.374522656202316;0.299980372190475;-0.00221694866195321;-0.00160223373677582;0.000389200082281604
648;0.3;0.5;0.4;0.957388583277953;1.40619740345268;1.04059494930643;1.0298492166329;1.41096944523649;0.95306883547042;-0.282430380582809;-0.424304127693176;0.299879372119904;-0.00100047385785729;0.000165379562531598;-4.53451211797074E-05;-0.32595482468605;0.532094597816467;0.299910753965378;0.0099153034389019;0.0152775160968304;-0.000114021866465919;0.702824652194977;0.579022169113159;0.299900829792023;0.00621237466111779;0.00741594797000289;2.09126483241562E-05;0.756874918937683;-0.37251278758049;0.299922049045563;-0.00224080891348422;-0.0019346778281033;-0.000148871244164184
649;0.3;0.5;0.4;0.957673314136184;1.40657337648733;1.04065294038965;1.02989673417008;1.41121522779255;0.953585747507803;-0.282085061073303;-0.422156423330307;0.299838095903397;-0.00103678682353348;0.000156015637912788;7.06585251464276E-06;-0.325505137443542;0.534532070159912;0.29986384510994;0.0099092023447156;0.0154091781005263;-2.78650804830249E-05;0.703317701816559;0.581551730632782;0.29986110329628;0.00615039654076099;0.00743563333526254;0.000111884146463126;0.757285296916962;-0.370505660772324;0.299876838922501;-0.00221857451833785;-0.00190017418935895;4.20209180447273E-05
650;0.3;0.5;0.4;0.957953853395994;1.40693438958119;1.04072178233984;1.02991776209666;1.41142958341172;0.954055570000444;-0.281739354133606;-0.419995576143265;0.29981142282486;-0.00104247033596039;0.000171189662069082;-0.000111091190774459;-0.325035125017166;0.536979377269745;0.299846470355988;0.00997872930020094;0.015409211628139;6.62170350551605E-06;0.703805088996887;0.584079384803772;0.299842059612274;0.00610586348921061;0.00731530506163836;2.26827141887043E-05;0.757705271244049;-0.368452399969101;0.299854844808578;-0.00214062770828605;-0.00141843652818352;-0.000109253618575167
651;0.3;0.5;0.4;0.958205027590196;1.40727201339625;1.04079653772027;1.02991728314763;1.41158390571967;0.954448765122674;-0.281390517950058;-0.417823493480682;0.299834311008453;-0.00103037396911532;0.000199561531189829;0.000245312578044832;-0.324546128511429;0.539409220218658;0.299881547689438;0.0100701991468668;0.0152506493031979;0.00035886190016754;0.704289853572845;0.586591124534607;0.299876928329468;0.00608157878741622;0.00711627071723342;0.000312599411699921;0.758131802082062;-0.366337776184082;0.299879670143127;-0.00211921939626336;-0.000937760865781456;0.000224676245125011
652;0.3;0.5;0.4;0.958420614558481;1.40758558443664;1.0408609945757;1.02990683487407;1.41169120029012;0.954794650593124;-0.281035453081131;-0.415643572807312;0.299913495779037;-0.000997985247522593;0.000195828732103109;0.000255281600402668;-0.324044853448868;0.541811525821686;0.29996982216835;0.0101476619020104;0.015022593550384;0.000356716162059456;0.704776644706726;0.589081108570099;0.299965560436249;0.00609263405203819;0.00689063314348459;0.000409917905926704;0.758553385734558;-0.364197909832001;0.299964994192123;-0.00219001900404692;-0.000733058259356767;0.000319687998853624
653;0.3;0.5;0.4;0.95861779637878;1.40788782185422;1.04090723367645;1.02989734361975;1.41177256095696;0.955122528704194;-0.280673712491989;-0.413469612598419;0.300049006938934;-0.00096057407790795;7.77198220021091E-05;0.000538259570021182;-0.323538869619369;0.54418933391571;0.300104349851608;0.010190705768764;0.0148372985422611;0.00061316997744143;0.705268919467926;0.591550409793854;0.300102740526199;0.00613095099106431;0.00674870749935508;0.00045367595157586;0.758963286876678;-0.362061649560928;0.300100713968277;-0.00228665396571159;-0.000853311794344336;0.000367404660210013
654;0.3;0.5;0.4;0.958806978843714;1.40818747175304;1.04094372173702;1.02989485924233;1.4118622696434;0.955469705226639;-0.280303031206131;-0.411295711994171;0.300140500068665;-0.000905871507711709;8.98192447493784E-05;-0.000234593549976125;-0.323033630847931;0.546558618545532;0.300194144248962;0.0101806214079261;0.0147548383101821;-0.000170328596141189;0.705767095088959;0.594018995761871;0.300196051597595;0.00614206586033106;0.00675970548763871;-0.000208166820812039;0.759373366832733;-0.359945744276047;0.300187677145004;-0.00227601453661919;-0.000788674515206367;-0.000264079979388043
655;0.3;0.5;0.4;0.958986945412169;1.40848004337023;1.0409644352071;1.02989999277822;1.41196743651305;0.955847067730011;-0.279923886060715;-0.409115135669708;0.300205439329147;-0.000844998401589692;0.000135654598125257;-0.000532300386112183;-0.322531819343567;0.548924803733826;0.300256997346878;0.0101596806198359;0.014704579487443;-0.000476783665362746;0.706269264221191;0.59648871421814;0.300262898206711;0.00616700667887926;0.00672282557934523;-0.000578572449740022;0.759777903556824;-0.357859462499619;0.30024453997612;-0.00227739359252155;-0.000907610345166177;-0.000643629347905517
656;0.3;0.5;0.4;0.959156504924894;1.40876021974003;1.04097245571551;1.02991179687534;1.41209188914166;0.956251341407828;-0.279536813497543;-0.406923145055771;0.300331592559814;-0.000798438326455653;0.000212274171644822;0.000277787883533165;-0.322032064199448;0.551291525363922;0.300372570753098;0.0101336697116494;0.0146814417093992;0.000339496618835255;0.706776201725006;0.598955571651459;0.30038657784462;0.00618401169776917;0.00665297359228134;0.000222012400627136;0.760179698467255;-0.355803400278091;0.30035862326622;-0.00231089955195785;-0.00114883668720722;0.000127238861750811
657;0.3;0.5;0.4;0.959315694602097;1.40902651237994;1.04097358476218;1.0299276336881;1.41223137640781;0.956670674692383;-0.279143422842026;-0.404719352722168;0.300493866205215;-0.000775724533013999;0.000250861863605678;0.000366556982044131;-0.321532189846039;0.553659379482269;0.300524652004242;0.0101201925426722;0.0146496882662177;0.000448465696536005;0.707287609577179;0.60141658782959;0.300537109375;0.00619351211935282;0.00656114052981138;0.000242281821556389;0.760582506656647;-0.353768438100815;0.300505369901657;-0.00231872801668942;-0.00136327056679875;0.000192539970157668
